item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-055,split-0-100,31,62,63,Red,Cotton,11,12,15,gpt-5.5,model-instructions-v2,20-20,"For cotton grown in red soil, the nutrient profile (N=11, P=15, K=12) together with moisture at 63% suggests 20-20 as a balanced adjustment under 31°C and 62% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because red soil and 63% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 31°C temperature conditions."
FERT-056,split-0-100,27,53,43,Black,Millets,23,0,24,gpt-5.5,model-instructions-v2,17-17-17,"For millets grown in black soil, the nutrient profile (N=23, P=24, K=0) together with moisture at 43% suggests 17-17-17 as a balanced adjustment under 27°C and 53% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 43% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 27°C temperature conditions."
FERT-057,split-0-100,34,65,54,Loamy,Wheat,38,0,0,gpt-5.5,model-instructions-v2,Urea,"For wheat grown in loamy soil, the nutrient profile (N=38, P=0, K=0) together with moisture at 54% suggests Urea as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because loamy soil and 54% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-058,split-0-100,29,58,37,Sandy,Millets,8,0,15,gpt-5.5,model-instructions-v2,17-17-17,"For millets grown in sandy soil, the nutrient profile (N=8, P=15, K=0) together with moisture at 37% suggests 17-17-17 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 37% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-059,split-0-100,25,50,56,Loamy,Sugarcane,11,13,15,gpt-5.5,model-instructions-v2,20-20,"For sugarcane grown in loamy soil, the nutrient profile (N=11, P=15, K=13) together with moisture at 56% suggests 20-20 as a balanced adjustment under 25°C and 50% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because loamy soil and 56% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 25°C temperature conditions."
FERT-060,split-0-100,32,62,34,Red,Ground Nuts,15,0,37,gpt-5.5,model-instructions-v2,10-26-26,"For ground nuts grown in red soil, the nutrient profile (N=15, P=37, K=0) together with moisture at 34% suggests 10-26-26 as a balanced adjustment under 32°C and 62% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 34% moisture may alter nutrient uptake efficiency for ground nuts during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 32°C temperature conditions."
FERT-061,split-0-100,28,54,41,Clayey,Paddy,36,0,0,gpt-5.5,model-instructions-v2,Urea,"For paddy grown in clayey soil, the nutrient profile (N=36, P=0, K=0) together with moisture at 41% suggests Urea as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because clayey soil and 41% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-062,split-0-100,30,60,49,Loamy,Wheat,13,0,9,gpt-5.5,model-instructions-v2,17-17-17,"For wheat grown in loamy soil, the nutrient profile (N=13, P=9, K=0) together with moisture at 49% suggests 17-17-17 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because loamy soil and 49% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-063,split-0-100,34,65,64,Black,Cotton,24,0,20,gpt-5.5,model-instructions-v2,17-17-17,"For cotton grown in black soil, the nutrient profile (N=24, P=20, K=0) together with moisture at 64% suggests 17-17-17 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 64% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-064,split-0-100,28,54,47,Sandy,Barley,5,18,15,gpt-5.5,model-instructions-v2,20-20,"For barley grown in sandy soil, the nutrient profile (N=5, P=15, K=18) together with moisture at 47% suggests 20-20 as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because sandy soil and 47% moisture may alter nutrient uptake efficiency for barley during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-065,split-0-100,27,53,35,Black,Oil seeds,37,0,0,gpt-5.5,model-instructions-v2,Urea,"For oil seeds grown in black soil, the nutrient profile (N=37, P=0, K=0) together with moisture at 35% suggests Urea as a balanced adjustment under 27°C and 53% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 35% moisture may alter nutrient uptake efficiency for oil seeds during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 27°C temperature conditions."
FERT-066,split-0-100,36,68,62,Red,Cotton,15,0,40,gpt-5.5,model-instructions-v2,10-26-26,"For cotton grown in red soil, the nutrient profile (N=15, P=40, K=0) together with moisture at 62% suggests 10-26-26 as a balanced adjustment under 36°C and 68% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 62% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 36°C temperature conditions."
FERT-067,split-0-100,34,65,57,Black,Sugarcane,9,0,13,gpt-5.5,model-instructions-v2,28-28,"For sugarcane grown in black soil, the nutrient profile (N=9, P=13, K=0) together with moisture at 57% suggests 28-28 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 57% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-068,split-0-100,29,58,55,Loamy,Sugarcane,8,8,33,gpt-5.5,model-instructions-v2,DAP,"For sugarcane grown in loamy soil, the nutrient profile (N=8, P=33, K=8) together with moisture at 55% suggests DAP as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because loamy soil and 55% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-069,split-0-100,25,50,40,Clayey,Pulses,6,19,16,gpt-5.5,model-instructions-v2,20-20,"For pulses grown in clayey soil, the nutrient profile (N=6, P=16, K=19) together with moisture at 40% suggests 20-20 as a balanced adjustment under 25°C and 50% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because clayey soil and 40% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 25°C temperature conditions."
FERT-070,split-0-100,30,60,38,Sandy,Millets,10,0,14,gpt-5.5,model-instructions-v2,17-17-17,"For millets grown in sandy soil, the nutrient profile (N=10, P=14, K=0) together with moisture at 38% suggests 17-17-17 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 38% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-071,split-0-100,26,52,39,Clayey,Pulses,21,0,23,gpt-5.5,model-instructions-v2,17-17-17,"For pulses grown in clayey soil, the nutrient profile (N=21, P=23, K=0) together with moisture at 39% suggests 17-17-17 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 39% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-072,split-0-100,31,62,32,Red,Tobacco,39,0,0,gpt-5.5,model-instructions-v2,Urea,"For tobacco grown in red soil, the nutrient profile (N=39, P=0, K=0) together with moisture at 32% suggests Urea as a balanced adjustment under 31°C and 62% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because red soil and 32% moisture may alter nutrient uptake efficiency for tobacco during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 31°C temperature conditions."
FERT-073,split-0-100,34,65,48,Loamy,Wheat,23,0,19,gpt-5.5,model-instructions-v2,17-17-17,"For wheat grown in loamy soil, the nutrient profile (N=23, P=19, K=0) together with moisture at 48% suggests 17-17-17 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because loamy soil and 48% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-074,split-0-100,27,53,34,Black,Oil seeds,42,0,0,gpt-5.5,model-instructions-v2,Urea,"For oil seeds grown in black soil, the nutrient profile (N=42, P=0, K=0) together with moisture at 34% suggests Urea as a balanced adjustment under 27°C and 53% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 34% moisture may alter nutrient uptake efficiency for oil seeds during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 27°C temperature conditions."
FERT-075,split-0-100,33,64,31,Red,Ground Nuts,13,0,39,gpt-5.5,model-instructions-v2,10-26-26,"For ground nuts grown in red soil, the nutrient profile (N=13, P=39, K=0) together with moisture at 31% suggests 10-26-26 as a balanced adjustment under 33°C and 64% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 31% moisture may alter nutrient uptake efficiency for ground nuts during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 33°C temperature conditions."
FERT-076,split-0-100,29,58,42,Clayey,Paddy,9,10,22,gpt-5.5,model-instructions-v2,14-35-14,"For paddy grown in clayey soil, the nutrient profile (N=9, P=22, K=10) together with moisture at 42% suggests 14-35-14 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 42% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-077,split-0-100,30,60,47,Sandy,Maize,22,0,21,gpt-5.5,model-instructions-v2,17-17-17,"For maize grown in sandy soil, the nutrient profile (N=22, P=21, K=0) together with moisture at 47% suggests 17-17-17 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 47% moisture may alter nutrient uptake efficiency for maize during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-078,split-0-100,27,53,59,Loamy,Sugarcane,10,0,15,gpt-5.5,model-instructions-v2,28-28,"For sugarcane grown in loamy soil, the nutrient profile (N=10, P=15, K=0) together with moisture at 59% suggests 28-28 as a balanced adjustment under 27°C and 53% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because loamy soil and 59% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 27°C temperature conditions."
FERT-079,split-0-100,26,52,36,Clayey,Pulses,7,16,20,gpt-5.5,model-instructions-v2,14-35-14,"For pulses grown in clayey soil, the nutrient profile (N=7, P=20, K=16) together with moisture at 36% suggests 14-35-14 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 36% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-080,split-0-100,34,65,63,Red,Cotton,14,0,38,gpt-5.5,model-instructions-v2,10-26-26,"For cotton grown in red soil, the nutrient profile (N=14, P=38, K=0) together with moisture at 63% suggests 10-26-26 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 63% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-081,split-0-100,28,54,43,Clayey,Paddy,10,8,29,gpt-5.5,model-instructions-v2,DAP,"For paddy grown in clayey soil, the nutrient profile (N=10, P=29, K=8) together with moisture at 43% suggests DAP as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because clayey soil and 43% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-082,split-0-100,30,60,40,Sandy,Millets,41,0,0,gpt-5.5,model-instructions-v2,Urea,"For millets grown in sandy soil, the nutrient profile (N=41, P=0, K=0) together with moisture at 40% suggests Urea as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because sandy soil and 40% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-083,split-0-100,29,58,65,Black,Cotton,14,0,35,gpt-5.5,model-instructions-v2,10-26-26,"For cotton grown in black soil, the nutrient profile (N=14, P=35, K=0) together with moisture at 65% suggests 10-26-26 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 65% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-084,split-0-100,26,52,59,Loamy,Sugarcane,11,0,9,gpt-5.5,model-instructions-v2,28-28,"For sugarcane grown in loamy soil, the nutrient profile (N=11, P=9, K=0) together with moisture at 59% suggests 28-28 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because loamy soil and 59% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-085,split-0-100,31,62,44,Sandy,Barley,21,0,28,gpt-5.5,model-instructions-v2,17-17-17,"For barley grown in sandy soil, the nutrient profile (N=21, P=28, K=0) together with moisture at 44% suggests 17-17-17 as a balanced adjustment under 31°C and 62% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 44% moisture may alter nutrient uptake efficiency for barley during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 31°C temperature conditions."
FERT-086,split-0-100,35,67,28,Clayey,Pulses,8,7,31,gpt-5.5,model-instructions-v2,DAP,"For pulses grown in clayey soil, the nutrient profile (N=8, P=31, K=7) together with moisture at 28% suggests DAP as a balanced adjustment under 35°C and 67% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because clayey soil and 28% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 35°C temperature conditions."
FERT-087,split-0-100,29,58,30,Red,Tobacco,13,17,16,gpt-5.5,model-instructions-v2,20-20,"For tobacco grown in red soil, the nutrient profile (N=13, P=16, K=17) together with moisture at 30% suggests 20-20 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because red soil and 30% moisture may alter nutrient uptake efficiency for tobacco during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-088,split-0-100,27,53,30,Black,Millets,35,0,0,gpt-5.5,model-instructions-v2,Urea,"For millets grown in black soil, the nutrient profile (N=35, P=0, K=0) together with moisture at 30% suggests Urea as a balanced adjustment under 27°C and 53% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 30% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 27°C temperature conditions."
FERT-089,split-0-100,36,68,50,Loamy,Wheat,12,18,19,gpt-5.5,model-instructions-v2,20-20,"For wheat grown in loamy soil, the nutrient profile (N=12, P=19, K=18) together with moisture at 50% suggests 20-20 as a balanced adjustment under 36°C and 68% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because loamy soil and 50% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 36°C temperature conditions."
FERT-090,split-0-100,29,58,61,Loamy,Cotton,11,0,38,gpt-5.5,model-instructions-v2,14-35-14,"For cotton grown in loamy soil, the nutrient profile (N=11, P=38, K=0) together with moisture at 61% suggests 14-35-14 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because loamy soil and 61% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-091,split-0-100,30,60,26,Black,Oil seeds,8,9,30,gpt-5.5,model-instructions-v2,DAP,"For oil seeds grown in black soil, the nutrient profile (N=8, P=30, K=9) together with moisture at 26% suggests DAP as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because black soil and 26% moisture may alter nutrient uptake efficiency for oil seeds during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-092,split-0-100,34,65,45,Clayey,Paddy,6,19,21,gpt-5.5,model-instructions-v2,14-35-14,"For paddy grown in clayey soil, the nutrient profile (N=6, P=21, K=19) together with moisture at 45% suggests 14-35-14 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 45% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-093,split-0-100,36,68,41,Red,Ground Nuts,41,0,0,gpt-5.5,model-instructions-v2,Urea,"For ground nuts grown in red soil, the nutrient profile (N=41, P=0, K=0) together with moisture at 41% suggests Urea as a balanced adjustment under 36°C and 68% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because red soil and 41% moisture may alter nutrient uptake efficiency for ground nuts during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 36°C temperature conditions."
FERT-094,split-0-100,28,54,25,Sandy,Maize,9,10,30,gpt-5.5,model-instructions-v2,DAP,"For maize grown in sandy soil, the nutrient profile (N=9, P=30, K=10) together with moisture at 25% suggests DAP as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because sandy soil and 25% moisture may alter nutrient uptake efficiency for maize during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-095,split-0-100,25,50,32,Clayey,Pulses,24,0,19,gpt-5.5,model-instructions-v2,17-17-17,"For pulses grown in clayey soil, the nutrient profile (N=24, P=19, K=0) together with moisture at 32% suggests 17-17-17 as a balanced adjustment under 25°C and 50% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 32% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 25°C temperature conditions."
FERT-096,split-0-100,30,60,27,Red,Tobacco,4,17,17,gpt-5.5,model-instructions-v2,20-20,"For tobacco grown in red soil, the nutrient profile (N=4, P=17, K=17) together with moisture at 27% suggests 20-20 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because red soil and 27% moisture may alter nutrient uptake efficiency for tobacco during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-097,split-0-100,38,72,51,Loamy,Wheat,39,0,0,gpt-5.5,model-instructions-v2,Urea,"For wheat grown in loamy soil, the nutrient profile (N=39, P=0, K=0) together with moisture at 51% suggests Urea as a balanced adjustment under 38°C and 72% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because loamy soil and 51% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 38°C temperature conditions."
FERT-098,split-0-100,36,60,43,Sandy,Millets,15,0,41,gpt-5.5,model-instructions-v2,10-26-26,"For millets grown in sandy soil, the nutrient profile (N=15, P=41, K=0) together with moisture at 43% suggests 10-26-26 as a balanced adjustment under 36°C and 60% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 43% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 36°C temperature conditions."
FERT-099,split-0-100,29,58,57,Black,Sugarcane,12,0,10,gpt-5.5,model-instructions-v2,28-28,"For sugarcane grown in black soil, the nutrient profile (N=12, P=10, K=0) together with moisture at 57% suggests 28-28 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 57% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
