item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-060,split-0-100,32,62,34,Red,Ground Nuts,15,0,37,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Ground Nuts), soil (Red), temperature 32C, humidity 62, moisture 34, and NPK values (15/37/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-061,split-0-100,28,54,41,Clayey,Paddy,36,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Paddy), soil (Clayey), temperature 28C, humidity 54, moisture 41, and NPK values (36/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-062,split-0-100,30,60,49,Loamy,Wheat,13,0,9,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Wheat), soil (Loamy), temperature 30C, humidity 60, moisture 49, and NPK values (13/9/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-063,split-0-100,34,65,64,Black,Cotton,24,0,20,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Cotton), soil (Black), temperature 34C, humidity 65, moisture 64, and NPK values (24/20/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-064,split-0-100,28,54,47,Sandy,Barley,5,18,15,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Barley), soil (Sandy), temperature 28C, humidity 54, moisture 47, and NPK values (5/15/18).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-065,split-0-100,27,53,35,Black,Oil seeds,37,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Oil seeds), soil (Black), temperature 27C, humidity 53, moisture 35, and NPK values (37/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-066,split-0-100,36,68,62,Red,Cotton,15,0,40,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Cotton), soil (Red), temperature 36C, humidity 68, moisture 62, and NPK values (15/40/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-067,split-0-100,34,65,57,Black,Sugarcane,9,0,13,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Sugarcane), soil (Black), temperature 34C, humidity 65, moisture 57, and NPK values (9/13/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-068,split-0-100,29,58,55,Loamy,Sugarcane,8,8,33,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Sugarcane), soil (Loamy), temperature 29C, humidity 58, moisture 55, and NPK values (8/33/8).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-069,split-0-100,25,50,40,Clayey,Pulses,6,19,16,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Pulses), soil (Clayey), temperature 25C, humidity 50, moisture 40, and NPK values (6/16/19).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-070,split-0-100,30,60,38,Sandy,Millets,10,0,14,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Millets), soil (Sandy), temperature 30C, humidity 60, moisture 38, and NPK values (10/14/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-071,split-0-100,26,52,39,Clayey,Pulses,21,0,23,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Pulses), soil (Clayey), temperature 26C, humidity 52, moisture 39, and NPK values (21/23/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-072,split-0-100,31,62,32,Red,Tobacco,39,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Tobacco), soil (Red), temperature 31C, humidity 62, moisture 32, and NPK values (39/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-073,split-0-100,34,65,48,Loamy,Wheat,23,0,19,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Wheat), soil (Loamy), temperature 34C, humidity 65, moisture 48, and NPK values (23/19/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-074,split-0-100,27,53,34,Black,Oil seeds,42,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Oil seeds), soil (Black), temperature 27C, humidity 53, moisture 34, and NPK values (42/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-075,split-0-100,33,64,31,Red,Ground Nuts,13,0,39,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Ground Nuts), soil (Red), temperature 33C, humidity 64, moisture 31, and NPK values (13/39/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-076,split-0-100,29,58,42,Clayey,Paddy,9,10,22,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Paddy), soil (Clayey), temperature 29C, humidity 58, moisture 42, and NPK values (9/22/10).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-077,split-0-100,30,60,47,Sandy,Maize,22,0,21,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Maize), soil (Sandy), temperature 30C, humidity 60, moisture 47, and NPK values (22/21/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-078,split-0-100,27,53,59,Loamy,Sugarcane,10,0,15,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Sugarcane), soil (Loamy), temperature 27C, humidity 53, moisture 59, and NPK values (10/15/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-079,split-0-100,26,52,36,Clayey,Pulses,7,16,20,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Pulses), soil (Clayey), temperature 26C, humidity 52, moisture 36, and NPK values (7/20/16).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-080,split-0-100,34,65,63,Red,Cotton,14,0,38,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Cotton), soil (Red), temperature 34C, humidity 65, moisture 63, and NPK values (14/38/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-081,split-0-100,28,54,43,Clayey,Paddy,10,8,29,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Paddy), soil (Clayey), temperature 28C, humidity 54, moisture 43, and NPK values (10/29/8).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-082,split-0-100,30,60,40,Sandy,Millets,41,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Millets), soil (Sandy), temperature 30C, humidity 60, moisture 40, and NPK values (41/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-083,split-0-100,29,58,65,Black,Cotton,14,0,35,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Cotton), soil (Black), temperature 29C, humidity 58, moisture 65, and NPK values (14/35/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-084,split-0-100,26,52,59,Loamy,Sugarcane,11,0,9,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Sugarcane), soil (Loamy), temperature 26C, humidity 52, moisture 59, and NPK values (11/9/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-085,split-0-100,31,62,44,Sandy,Barley,21,0,28,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Barley), soil (Sandy), temperature 31C, humidity 62, moisture 44, and NPK values (21/28/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-086,split-0-100,35,67,28,Clayey,Pulses,8,7,31,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Pulses), soil (Clayey), temperature 35C, humidity 67, moisture 28, and NPK values (8/31/7).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-087,split-0-100,29,58,30,Red,Tobacco,13,17,16,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Tobacco), soil (Red), temperature 29C, humidity 58, moisture 30, and NPK values (13/16/17).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-088,split-0-100,27,53,30,Black,Millets,35,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Millets), soil (Black), temperature 27C, humidity 53, moisture 30, and NPK values (35/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-089,split-0-100,36,68,50,Loamy,Wheat,12,18,19,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Wheat), soil (Loamy), temperature 36C, humidity 68, moisture 50, and NPK values (12/19/18).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-090,split-0-100,29,58,61,Loamy,Cotton,11,0,38,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Cotton), soil (Loamy), temperature 29C, humidity 58, moisture 61, and NPK values (11/38/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-091,split-0-100,30,60,26,Black,Oil seeds,8,9,30,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Oil seeds), soil (Black), temperature 30C, humidity 60, moisture 26, and NPK values (8/30/9).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-092,split-0-100,34,65,45,Clayey,Paddy,6,19,21,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Paddy), soil (Clayey), temperature 34C, humidity 65, moisture 45, and NPK values (6/21/19).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-093,split-0-100,36,68,41,Red,Ground Nuts,41,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Ground Nuts), soil (Red), temperature 36C, humidity 68, moisture 41, and NPK values (41/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-094,split-0-100,28,54,25,Sandy,Maize,9,10,30,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Maize), soil (Sandy), temperature 28C, humidity 54, moisture 25, and NPK values (9/30/10).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-095,split-0-100,25,50,32,Clayey,Pulses,24,0,19,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Pulses), soil (Clayey), temperature 25C, humidity 50, moisture 32, and NPK values (24/19/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-096,split-0-100,30,60,27,Red,Tobacco,4,17,17,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Tobacco), soil (Red), temperature 30C, humidity 60, moisture 27, and NPK values (4/17/17).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-097,split-0-100,38,72,51,Loamy,Wheat,39,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Wheat), soil (Loamy), temperature 38C, humidity 72, moisture 51, and NPK values (39/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-098,split-0-100,36,60,43,Sandy,Millets,15,0,41,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Millets), soil (Sandy), temperature 36C, humidity 60, moisture 43, and NPK values (15/41/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-099,split-0-100,29,58,57,Black,Sugarcane,12,0,10,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Sugarcane), soil (Black), temperature 29C, humidity 58, moisture 57, and NPK values (12/10/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
