item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-077,split-0-100,30,60,47,Sandy,Maize,22,0,21,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Maize, soil=Sandy, temperature=30, humidity=60, moisture=47, N=22, P=21, K=0."
FERT-078,split-0-100,27,53,59,Loamy,Sugarcane,10,0,15,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=27, humidity=53, moisture=59, N=10, P=15, K=0."
FERT-079,split-0-100,26,52,36,Clayey,Pulses,7,16,20,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=26, humidity=52, moisture=36, N=7, P=20, K=16."
FERT-080,split-0-100,34,65,63,Red,Cotton,14,0,38,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Cotton, soil=Red, temperature=34, humidity=65, moisture=63, N=14, P=38, K=0."
FERT-081,split-0-100,28,54,43,Clayey,Paddy,10,8,29,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=28, humidity=54, moisture=43, N=10, P=29, K=8."
FERT-082,split-0-100,30,60,40,Sandy,Millets,41,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Millets, soil=Sandy, temperature=30, humidity=60, moisture=40, N=41, P=0, K=0."
FERT-083,split-0-100,29,58,65,Black,Cotton,14,0,35,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Cotton, soil=Black, temperature=29, humidity=58, moisture=65, N=14, P=35, K=0."
FERT-084,split-0-100,26,52,59,Loamy,Sugarcane,11,0,9,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=26, humidity=52, moisture=59, N=11, P=9, K=0."
FERT-085,split-0-100,31,62,44,Sandy,Barley,21,0,28,gpt55-heuristic,model-instructions-v4,10-26-26,Higher phosphorous requirement with balanced support for potassium aligns with this fertilizer.,Moderate confidence using phosphorous-heavy profile.,Crop-specific nutrient timing was unavailable.,"Recommendation based on crop=Barley, soil=Sandy, temperature=31, humidity=62, moisture=44, N=21, P=28, K=0."
FERT-086,split-0-100,35,67,28,Clayey,Pulses,8,7,31,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=35, humidity=67, moisture=28, N=8, P=31, K=7."
FERT-087,split-0-100,29,58,30,Red,Tobacco,13,17,16,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Tobacco, soil=Red, temperature=29, humidity=58, moisture=30, N=13, P=16, K=17."
FERT-088,split-0-100,27,53,30,Black,Millets,35,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Millets, soil=Black, temperature=27, humidity=53, moisture=30, N=35, P=0, K=0."
FERT-089,split-0-100,36,68,50,Loamy,Wheat,12,18,19,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=36, humidity=68, moisture=50, N=12, P=19, K=18."
FERT-090,split-0-100,29,58,61,Loamy,Cotton,11,0,38,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Cotton, soil=Loamy, temperature=29, humidity=58, moisture=61, N=11, P=38, K=0."
FERT-091,split-0-100,30,60,26,Black,Oil seeds,8,9,30,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Oil seeds, soil=Black, temperature=30, humidity=60, moisture=26, N=8, P=30, K=9."
FERT-092,split-0-100,34,65,45,Clayey,Paddy,6,19,21,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=34, humidity=65, moisture=45, N=6, P=21, K=19."
FERT-093,split-0-100,36,68,41,Red,Ground Nuts,41,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=36, humidity=68, moisture=41, N=41, P=0, K=0."
FERT-094,split-0-100,28,54,25,Sandy,Maize,9,10,30,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Maize, soil=Sandy, temperature=28, humidity=54, moisture=25, N=9, P=30, K=10."
FERT-095,split-0-100,25,50,32,Clayey,Pulses,24,0,19,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=25, humidity=50, moisture=32, N=24, P=19, K=0."
FERT-096,split-0-100,30,60,27,Red,Tobacco,4,17,17,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Tobacco, soil=Red, temperature=30, humidity=60, moisture=27, N=4, P=17, K=17."
FERT-097,split-0-100,38,72,51,Loamy,Wheat,39,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=38, humidity=72, moisture=51, N=39, P=0, K=0."
FERT-098,split-0-100,36,60,43,Sandy,Millets,15,0,41,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Millets, soil=Sandy, temperature=36, humidity=60, moisture=43, N=15, P=41, K=0."
FERT-099,split-0-100,29,58,57,Black,Sugarcane,12,0,10,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Black, temperature=29, humidity=58, moisture=57, N=12, P=10, K=0."
